"","POSTCODE","Year","population"
"1",800,1991,1555
"2",800,1992,1585
"3",800,1993,1644
"4",800,1994,1664
"5",800,1995,1738
"6",800,1996,1850
"7",800,1997,1960
"8",800,1998,2020
"9",800,1999,2052
"10",800,2000,2115
"11",800,2001,2140
"12",800,2002,2248
"13",800,2003,2320
"14",800,2004,2429
"15",800,2005,2661
"16",800,2006,2798
"17",800,2007,3052
"18",800,2008,3664
"19",800,2009,4352
"20",800,2010,4841
"21",800,2011,5053
"22",800,2012,5412
"23",800,2013,5862
"24",800,2014,6288
"25",800,2015,7056
"26",800,2016,7591
"27",810,1991,2552
"28",810,1992,2553
"29",810,1993,2546
"30",810,1994,2540
"31",810,1995,2570
"32",810,1996,2588
"33",810,1997,2588
"34",810,1998,2567
"35",810,1999,2529
"36",810,2000,2522
"37",810,2001,2522
"38",810,2002,2510
"39",810,2003,2496
"40",810,2004,2499
"41",810,2005,2526
"42",810,2006,2546
"43",810,2007,2591
"44",810,2008,2650
"45",810,2009,2722
"46",810,2010,2776
"47",810,2011,2801
"48",810,2012,2875
"49",810,2013,2984
"50",810,2014,3032
"51",810,2015,3089
"52",810,2016,3127
"53",812,1991,4840
"54",812,1992,4843
"55",812,1993,4785
"56",812,1994,4754
"57",812,1995,4755
"58",812,1996,4759
"59",812,1997,4729
"60",812,1998,4669
"61",812,1999,4606
"62",812,2000,4591
"63",812,2001,4578
"64",812,2002,4511
"65",812,2003,4438
"66",812,2004,4396
"67",812,2005,4383
"68",812,2006,4388
"69",812,2007,4426
"70",812,2008,4465
"71",812,2009,4502
"72",812,2010,4509
"73",812,2011,4474
"74",812,2012,4483
"75",812,2013,4501
"76",812,2014,4475
"77",812,2015,4440
"78",812,2016,4390
"79",820,1991,2407
"80",820,1992,2395
"81",820,1993,2420
"82",820,1994,2431
"83",820,1995,2477
"84",820,1996,2512
"85",820,1997,2554
"86",820,1998,2580
"87",820,1999,2626
"88",820,2000,2702
"89",820,2001,2726
"90",820,2002,2726
"91",820,2003,2753
"92",820,2004,2827
"93",820,2005,2940
"94",820,2006,3012
"95",820,2007,3094
"96",820,2008,3150
"97",820,2009,3209
"98",820,2010,3220
"99",820,2011,3203
"100",820,2012,3288
"101",820,2013,3380
"102",820,2014,3382
"103",820,2015,3377
"104",820,2016,3385
"105",822,1991,3115
"106",822,1992,3170
"107",822,1993,3236
"108",822,1994,3304
"109",822,1995,3400
"110",822,1996,3528
"111",822,1997,3705
"112",822,1998,3821
"113",822,1999,3915
"114",822,2000,3994
"115",822,2001,4069
"116",822,2002,4118
"117",822,2003,4148
"118",822,2004,4201
"119",822,2005,4304
"120",822,2006,4409
"121",822,2007,4542
"122",822,2008,4695
"123",822,2009,4857
"124",822,2010,4998
"125",822,2011,5087
"126",822,2012,5152
"127",822,2013,5239
"128",822,2014,5201
"129",822,2015,5188
"130",822,2016,5149
"131",828,1991,1470
"132",828,1992,1615
"133",828,1993,1775
"134",828,1994,1927
"135",828,1995,2126
"136",828,1996,2272
"137",828,1997,2375
"138",828,1998,2369
"139",828,1999,2397
"140",828,2000,2436
"141",828,2001,2412
"142",828,2002,2356
"143",828,2003,2277
"144",828,2004,2216
"145",828,2005,2151
"146",828,2006,2126
"147",828,2007,2257
"148",828,2008,2440
"149",828,2009,2602
"150",828,2010,2657
"151",828,2011,2694
"152",828,2012,2664
"153",828,2013,2656
"154",828,2014,2051
"155",828,2015,1512
"156",828,2016,1392
"157",829,1991,1604
"158",829,1992,1904
"159",829,1993,2222
"160",829,1994,2508
"161",829,1995,2904
"162",829,1996,3206
"163",829,1997,3532
"164",829,1998,3694
"165",829,1999,3844
"166",829,2000,3987
"167",829,2001,4097
"168",829,2002,4033
"169",829,2003,3992
"170",829,2004,4003
"171",829,2005,4003
"172",829,2006,4018
"173",829,2007,4202
"174",829,2008,4437
"175",829,2009,4553
"176",829,2010,4578
"177",829,2011,4581
"178",829,2012,5025
"179",829,2013,5520
"180",829,2014,5876
"181",829,2015,6984
"182",829,2016,7339
"183",830,1991,1447
"184",830,1992,1563
"185",830,1993,1741
"186",830,1994,1964
"187",830,1995,2183
"188",830,1996,2371
"189",830,1997,2648
"190",830,1998,2827
"191",830,1999,3004
"192",830,2000,3112
"193",830,2001,3255
"194",830,2002,3290
"195",830,2003,3269
"196",830,2004,3273
"197",830,2005,3336
"198",830,2006,3414
"199",830,2007,3485
"200",830,2008,3572
"201",830,2009,3630
"202",830,2010,3631
"203",830,2011,3602
"204",830,2012,3639
"205",830,2013,3678
"206",830,2014,3679
"207",830,2015,3691
"208",830,2016,3667
"209",832,1991,16
"210",832,1992,29
"211",832,1993,42
"212",832,1994,55
"213",832,1995,71
"214",832,1996,180
"215",832,1997,481
"216",832,1998,795
"217",832,1999,1196
"218",832,2000,1445
"219",832,2001,1727
"220",832,2002,1948
"221",832,2003,2024
"222",832,2004,2131
"223",832,2005,2320
"224",832,2006,2572
"225",832,2007,2855
"226",832,2008,3224
"227",832,2009,3517
"228",832,2010,3725
"229",832,2011,3878
"230",832,2012,4145
"231",832,2013,4482
"232",832,2014,4762
"233",832,2015,4998
"234",832,2016,5119
"235",835,1991,1660
"236",835,1992,1892
"237",835,1993,2141
"238",835,1994,2369
"239",835,1995,2671
"240",835,1996,2918
"241",835,1997,3153
"242",835,1998,3277
"243",835,1999,3393
"244",835,2000,3501
"245",835,2001,3571
"246",835,2002,3528
"247",835,2003,3504
"248",835,2004,3522
"249",835,2005,3524
"250",835,2006,3533
"251",835,2007,3676
"252",835,2008,3868
"253",835,2009,3980
"254",835,2010,4015
"255",835,2011,4024
"256",835,2012,4337
"257",835,2013,4697
"258",835,2014,4976
"259",835,2015,5709
"260",835,2016,5960
"261",836,1991,3674
"262",836,1992,3930
"263",836,1993,4232
"264",836,1994,4457
"265",836,1995,4851
"266",836,1996,5166
"267",836,1997,5449
"268",836,1998,5658
"269",836,1999,5836
"270",836,2000,5978
"271",836,2001,6116
"272",836,2002,6172
"273",836,2003,6184
"274",836,2004,6218
"275",836,2005,6369
"276",836,2006,6483
"277",836,2007,6864
"278",836,2008,7265
"279",836,2009,7663
"280",836,2010,8060
"281",836,2011,8256
"282",836,2012,8536
"283",836,2013,8861
"284",836,2014,8970
"285",836,2015,9083
"286",836,2016,9221
"287",837,1991,1896
"288",837,1992,1964
"289",837,1993,2041
"290",837,1994,2118
"291",837,1995,2187
"292",837,1996,2304
"293",837,1997,2343
"294",837,1998,2364
"295",837,1999,2392
"296",837,2000,2395
"297",837,2001,2416
"298",837,2002,2494
"299",837,2003,2519
"300",837,2004,2573
"301",837,2005,2675
"302",837,2006,2783
"303",837,2007,3093
"304",837,2008,3320
"305",837,2009,3525
"306",837,2010,3703
"307",837,2011,3832
"308",837,2012,3932
"309",837,2013,4059
"310",837,2014,4449
"311",837,2015,4706
"312",837,2016,4757
"313",838,1991,1896
"314",838,1992,1964
"315",838,1993,2041
"316",838,1994,2118
"317",838,1995,2187
"318",838,1996,2304
"319",838,1997,2343
"320",838,1998,2364
"321",838,1999,2392
"322",838,2000,2395
"323",838,2001,2416
"324",838,2002,2494
"325",838,2003,2519
"326",838,2004,2573
"327",838,2005,2675
"328",838,2006,2783
"329",838,2007,3093
"330",838,2008,3320
"331",838,2009,3525
"332",838,2010,3703
"333",838,2011,3832
"334",838,2012,3932
"335",838,2013,4059
"336",838,2014,4449
"337",838,2015,4706
"338",838,2016,4757
"339",840,1991,3602
"340",840,1992,3632
"341",840,1993,3715
"342",840,1994,3802
"343",840,1995,3924
"344",840,1996,4088
"345",840,1997,4192
"346",840,1998,4219
"347",840,1999,4132
"348",840,2000,3978
"349",840,2001,3875
"350",840,2002,3865
"351",840,2003,3919
"352",840,2004,3964
"353",840,2005,4047
"354",840,2006,4166
"355",840,2007,4279
"356",840,2008,4420
"357",840,2009,4588
"358",840,2010,4726
"359",840,2011,4826
"360",840,2012,4877
"361",840,2013,4959
"362",840,2014,4891
"363",840,2015,4890
"364",840,2016,4872
"365",841,1991,1896
"366",841,1992,1964
"367",841,1993,2041
"368",841,1994,2118
"369",841,1995,2187
"370",841,1996,2304
"371",841,1997,2343
"372",841,1998,2364
"373",841,1999,2392
"374",841,2000,2395
"375",841,2001,2416
"376",841,2002,2494
"377",841,2003,2519
"378",841,2004,2573
"379",841,2005,2675
"380",841,2006,2783
"381",841,2007,3093
"382",841,2008,3320
"383",841,2009,3525
"384",841,2010,3703
"385",841,2011,3832
"386",841,2012,3932
"387",841,2013,4059
"388",841,2014,4449
"389",841,2015,4706
"390",841,2016,4757
"391",845,1991,3605
"392",845,1992,3635
"393",845,1993,3718
"394",845,1994,3806
"395",845,1995,3928
"396",845,1996,4092
"397",845,1997,4196
"398",845,1998,4223
"399",845,1999,4136
"400",845,2000,3982
"401",845,2001,3879
"402",845,2002,3869
"403",845,2003,3923
"404",845,2004,3968
"405",845,2005,4051
"406",845,2006,4170
"407",845,2007,4283
"408",845,2008,4424
"409",845,2009,4592
"410",845,2010,4730
"411",845,2011,4830
"412",845,2012,4882
"413",845,2013,4964
"414",845,2014,4896
"415",845,2015,4895
"416",845,2016,4877
"417",846,1991,3605
"418",846,1992,3635
"419",846,1993,3718
"420",846,1994,3806
"421",846,1995,3928
"422",846,1996,4092
"423",846,1997,4196
"424",846,1998,4223
"425",846,1999,4136
"426",846,2000,3982
"427",846,2001,3879
"428",846,2002,3869
"429",846,2003,3923
"430",846,2004,3968
"431",846,2005,4051
"432",846,2006,4170
"433",846,2007,4283
"434",846,2008,4424
"435",846,2009,4592
"436",846,2010,4730
"437",846,2011,4830
"438",846,2012,4882
"439",846,2013,4964
"440",846,2014,4896
"441",846,2015,4895
"442",846,2016,4877
"443",847,1991,1920
"444",847,1992,1925
"445",847,1993,1933
"446",847,1994,1943
"447",847,1995,1963
"448",847,1996,2005
"449",847,1997,2044
"450",847,1998,2085
"451",847,1999,2128
"452",847,2000,2154
"453",847,2001,2172
"454",847,2002,2139
"455",847,2003,2043
"456",847,2004,2006
"457",847,2005,2019
"458",847,2006,2025
"459",847,2007,2049
"460",847,2008,2089
"461",847,2009,2159
"462",847,2010,2213
"463",847,2011,2237
"464",847,2012,2209
"465",847,2013,2166
"466",847,2014,2119
"467",847,2015,2096
"468",847,2016,2035
"469",850,1991,8757
"470",850,1992,9026
"471",850,1993,9303
"472",850,1994,9578
"473",850,1995,9805
"474",850,1996,10050
"475",850,1997,9970
"476",850,1998,9949
"477",850,1999,9913
"478",850,2000,9817
"479",850,2001,9746
"480",850,2002,9694
"481",850,2003,9620
"482",850,2004,9595
"483",850,2005,9663
"484",850,2006,9728
"485",850,2007,9913
"486",850,2008,10164
"487",850,2009,10452
"488",850,2010,10563
"489",850,2011,10516
"490",850,2012,10685
"491",850,2013,10812
"492",850,2014,10799
"493",850,2015,10731
"494",850,2016,10605
"495",852,1991,3055
"496",852,1992,3140
"497",852,1993,3224
"498",852,1994,3310
"499",852,1995,3391
"500",852,1996,3487
"501",852,1997,3561
"502",852,1998,3649
"503",852,1999,3720
"504",852,2000,3786
"505",852,2001,3835
"506",852,2002,3838
"507",852,2003,3822
"508",852,2004,3824
"509",852,2005,3873
"510",852,2006,3911
"511",852,2007,3936
"512",852,2008,3995
"513",852,2009,4066
"514",852,2010,4101
"515",852,2011,4102
"516",852,2012,4155
"517",852,2013,4186
"518",852,2014,4195
"519",852,2015,4187
"520",852,2016,4151
"521",853,1991,8757
"522",853,1992,9026
"523",853,1993,9303
"524",853,1994,9578
"525",853,1995,9805
"526",853,1996,10050
"527",853,1997,9970
"528",853,1998,9949
"529",853,1999,9913
"530",853,2000,9817
"531",853,2001,9746
"532",853,2002,9694
"533",853,2003,9620
"534",853,2004,9595
"535",853,2005,9663
"536",853,2006,9728
"537",853,2007,9913
"538",853,2008,10164
"539",853,2009,10452
"540",853,2010,10563
"541",853,2011,10516
"542",853,2012,10685
"543",853,2013,10812
"544",853,2014,10799
"545",853,2015,10731
"546",853,2016,10605
"547",854,1991,2823
"548",854,1992,2909
"549",854,1993,2998
"550",854,1994,3118
"551",854,1995,3224
"552",854,1996,3386
"553",854,1997,3589
"554",854,1998,3740
"555",854,1999,3916
"556",854,2000,4110
"557",854,2001,4257
"558",854,2002,4249
"559",854,2003,4200
"560",854,2004,4180
"561",854,2005,4226
"562",854,2006,4247
"563",854,2007,4312
"564",854,2008,4418
"565",854,2009,4539
"566",854,2010,4617
"567",854,2011,4662
"568",854,2012,4693
"569",854,2013,4702
"570",854,2014,4718
"571",854,2015,4735
"572",854,2016,4685
"573",860,1991,3243
"574",860,1992,3497
"575",860,1993,3613
"576",860,1994,3675
"577",860,1995,3717
"578",860,1996,3748
"579",860,1997,3730
"580",860,1998,3604
"581",860,1999,3448
"582",860,2000,3283
"583",860,2001,3086
"584",860,2002,3057
"585",860,2003,3056
"586",860,2004,3088
"587",860,2005,3210
"588",860,2006,3307
"589",860,2007,3391
"590",860,2008,3482
"591",860,2009,3525
"592",860,2010,3537
"593",860,2011,3513
"594",860,2012,3519
"595",860,2013,3498
"596",860,2014,3406
"597",860,2015,3342
"598",860,2016,3296
"599",862,1991,2756
"600",862,1992,2771
"601",862,1993,2790
"602",862,1994,2816
"603",862,1995,2874
"604",862,1996,2958
"605",862,1997,3029
"606",862,1998,3048
"607",862,1999,3068
"608",862,2000,3075
"609",862,2001,3069
"610",862,2002,3016
"611",862,2003,2936
"612",862,2004,2893
"613",862,2005,2904
"614",862,2006,2929
"615",862,2007,2976
"616",862,2008,3044
"617",862,2009,3113
"618",862,2010,3157
"619",862,2011,3190
"620",862,2012,3166
"621",862,2013,3137
"622",862,2014,3101
"623",862,2015,3091
"624",862,2016,3016
"625",870,1991,4317
"626",870,1992,4348
"627",870,1993,4379
"628",870,1994,4395
"629",870,1995,4422
"630",870,1996,4486
"631",870,1997,4550
"632",870,1998,4585
"633",870,1999,4642
"634",870,2000,4718
"635",870,2001,4743
"636",870,2002,4729
"637",870,2003,4704
"638",870,2004,4686
"639",870,2005,4679
"640",870,2006,4698
"641",870,2007,4744
"642",870,2008,4833
"643",870,2009,4939
"644",870,2010,4998
"645",870,2011,5013
"646",870,2012,4987
"647",870,2013,4940
"648",870,2014,4820
"649",870,2015,4700
"650",870,2016,4640
"651",872,1991,2683
"652",872,1992,2761
"653",872,1993,2805
"654",872,1994,2866
"655",872,1995,2960
"656",872,1996,3035
"657",872,1997,3126
"658",872,1998,3188
"659",872,1999,3273
"660",872,2000,3364
"661",872,2001,3438
"662",872,2002,3441
"663",872,2003,3407
"664",872,2004,3375
"665",872,2005,3350
"666",872,2006,3317
"667",872,2007,3344
"668",872,2008,3389
"669",872,2009,3434
"670",872,2010,3469
"671",872,2011,3474
"672",872,2012,3532
"673",872,2013,3567
"674",872,2014,3527
"675",872,2015,3488
"676",872,2016,3410
"677",880,1991,4354
"678",880,1992,4333
"679",880,1993,4315
"680",880,1994,4338
"681",880,1995,4353
"682",880,1996,4435
"683",880,1997,4589
"684",880,1998,4704
"685",880,1999,4772
"686",880,2000,4827
"687",880,2001,4889
"688",880,2002,4964
"689",880,2003,5005
"690",880,2004,5110
"691",880,2005,5376
"692",880,2006,5572
"693",880,2007,5679
"694",880,2008,5784
"695",880,2009,5881
"696",880,2010,5930
"697",880,2011,5874
"698",880,2012,5911
"699",880,2013,5960
"700",880,2014,5726
"701",880,2015,5090
"702",880,2016,5014
"703",885,1991,2556
"704",885,1992,2583
"705",885,1993,2613
"706",885,1994,2640
"707",885,1995,2680
"708",885,1996,2740
"709",885,1997,2775
"710",885,1998,2768
"711",885,1999,2763
"712",885,2000,2756
"713",885,2001,2726
"714",885,2002,2697
"715",885,2003,2661
"716",885,2004,2651
"717",885,2005,2646
"718",885,2006,2656
"719",885,2007,2718
"720",885,2008,2788
"721",885,2009,2848
"722",885,2010,2907
"723",885,2011,2955
"724",885,2012,2927
"725",885,2013,2890
"726",885,2014,2842
"727",885,2015,2816
"728",885,2016,2774
"729",886,1991,3605
"730",886,1992,3635
"731",886,1993,3718
"732",886,1994,3806
"733",886,1995,3928
"734",886,1996,4092
"735",886,1997,4196
"736",886,1998,4223
"737",886,1999,4136
"738",886,2000,3982
"739",886,2001,3879
"740",886,2002,3869
"741",886,2003,3923
"742",886,2004,3968
"743",886,2005,4051
"744",886,2006,4170
"745",886,2007,4283
"746",886,2008,4424
"747",886,2009,4592
"748",886,2010,4730
"749",886,2011,4830
"750",886,2012,4882
"751",886,2013,4964
"752",886,2014,4896
"753",886,2015,4895
"754",886,2016,4877
"755",909,1991,3313
"756",909,1992,3343
"757",909,1993,3360
"758",909,1994,3371
"759",909,1995,3433
"760",909,1996,3457
"761",909,1997,3425
"762",909,1998,3395
"763",909,1999,3325
"764",909,2000,3312
"765",909,2001,3293
"766",909,2002,3255
"767",909,2003,3209
"768",909,2004,3189
"769",909,2005,3183
"770",909,2006,3195
"771",909,2007,3220
"772",909,2008,3232
"773",909,2009,3245
"774",909,2010,3260
"775",909,2011,3278
"776",909,2012,3325
"777",909,2013,3416
"778",909,2014,3524
"779",909,2015,3789
"780",909,2016,3839
"781",2000,1991,3505
"782",2000,1992,3505
"783",2000,1993,3694
"784",2000,1994,4422
"785",2000,1995,5692
"786",2000,1996,6467
"787",2000,1997,8363
"788",2000,1998,10284
"789",2000,1999,11852
"790",2000,2000,12812
"791",2000,2001,14393
"792",2000,2002,17080
"793",2000,2003,19456
"794",2000,2004,20391
"795",2000,2005,21326
"796",2000,2006,22191
"797",2000,2007,22929
"798",2000,2008,23311
"799",2000,2009,24092
"800",2000,2010,24359
"801",2000,2011,25021
"802",2000,2012,25762
"803",2000,2013,26709
"804",2000,2014,27791
"805",2000,2015,28751
"806",2000,2016,29635
"807",2006,1991,17522
"808",2006,1992,17584
"809",2006,1993,17575
"810",2006,1994,17691
"811",2006,1995,18500
"812",2006,1996,18838
"813",2006,1997,19057
"814",2006,1998,19156
"815",2006,1999,19301
"816",2006,2000,19472
"817",2006,2001,19623
"818",2006,2002,19570
"819",2006,2003,19895
"820",2006,2004,20342
"821",2006,2005,20813
"822",2006,2006,21313
"823",2006,2007,21850
"824",2006,2008,22232
"825",2006,2009,22336
"826",2006,2010,22614
"827",2006,2011,22828
"828",2006,2012,23343
"829",2006,2013,23958
"830",2006,2014,24572
"831",2006,2015,25442
"832",2006,2016,26312
"833",2007,1991,2620
"834",2007,1992,3120
"835",2007,1993,3933
"836",2007,1994,4248
"837",2007,1995,5125
"838",2007,1996,6229
"839",2007,1997,6876
"840",2007,1998,8271
"841",2007,1999,9503
"842",2007,2000,10361
"843",2007,2001,11390
"844",2007,2002,12035
"845",2007,2003,14006
"846",2007,2004,15307
"847",2007,2005,16165
"848",2007,2006,17516
"849",2007,2007,18177
"850",2007,2008,19304
"851",2007,2009,19931
"852",2007,2010,20459
"853",2007,2011,20239
"854",2007,2012,20823
"855",2007,2013,21416
"856",2007,2014,21996
"857",2007,2015,22499
"858",2007,2016,23112
"859",2008,1991,13248
"860",2008,1992,13407
"861",2008,1993,13456
"862",2008,1994,13627
"863",2008,1995,14364
"864",2008,1996,14842
"865",2008,1997,15036
"866",2008,1998,15558
"867",2008,1999,15852
"868",2008,2000,16147
"869",2008,2001,16466
"870",2008,2002,16473
"871",2008,2003,16788
"872",2008,2004,17254
"873",2008,2005,17706
"874",2008,2006,18311
"875",2008,2007,18631
"876",2008,2008,18807
"877",2008,2009,18960
"878",2008,2010,19206
"879",2008,2011,19688
"880",2008,2012,20494
"881",2008,2013,21376
"882",2008,2014,22473
"883",2008,2015,23731
"884",2008,2016,24702
"885",2009,1991,2618
"886",2009,1992,3118
"887",2009,1993,3932
"888",2009,1994,4247
"889",2009,1995,5124
"890",2009,1996,6228
"891",2009,1997,6875
"892",2009,1998,8270
"893",2009,1999,9502
"894",2009,2000,10361
"895",2009,2001,11390
"896",2009,2002,12035
"897",2009,2003,14006
"898",2009,2004,15307
"899",2009,2005,16166
"900",2009,2006,17516
"901",2009,2007,18177
"902",2009,2008,19304
"903",2009,2009,19931
"904",2009,2010,20459
"905",2009,2011,20239
"906",2009,2012,20823
"907",2009,2013,21416
"908",2009,2014,21996
"909",2009,2015,22498
"910",2009,2016,23112
"911",2010,1991,8990
"912",2010,1992,9053
"913",2010,1993,9243
"914",2010,1994,9565
"915",2010,1995,9936
"916",2010,1996,10295
"917",2010,1997,10493
"918",2010,1998,10819
"919",2010,1999,11162
"920",2010,2000,11485
"921",2010,2001,11778
"922",2010,2002,12119
"923",2010,2003,12528
"924",2010,2004,13078
"925",2010,2005,13424
"926",2010,2006,13688
"927",2010,2007,13917
"928",2010,2008,13982
"929",2010,2009,14143
"930",2010,2010,14364
"931",2010,2011,14476
"932",2010,2012,14711
"933",2010,2013,14950
"934",2010,2014,15158
"935",2010,2015,15359
"936",2010,2016,15580
"937",2011,1991,14096
"938",2011,1992,14129
"939",2011,1993,14087
"940",2011,1994,14527
"941",2011,1995,15237
"942",2011,1996,15467
"943",2011,1997,15719
"944",2011,1998,15811
"945",2011,1999,16004
"946",2011,2000,16337
"947",2011,2001,16548
"948",2011,2002,16837
"949",2011,2003,17289
"950",2011,2004,18048
"951",2011,2005,18389
"952",2011,2006,18774
"953",2011,2007,18957
"954",2011,2008,19033
"955",2011,2009,19348
"956",2011,2010,19409
"957",2011,2011,19612
"958",2011,2012,20247
"959",2011,2013,20763
"960",2011,2014,21420
"961",2011,2015,22055
"962",2011,2016,22773
"963",2015,1991,6768
"964",2015,1992,6837
"965",2015,1993,6829
"966",2015,1994,7290
"967",2015,1995,7565
"968",2015,1996,7835
"969",2015,1997,8592
"970",2015,1998,8872
"971",2015,1999,9236
"972",2015,2000,9384
"973",2015,2001,9765
"974",2015,2002,10903
"975",2015,2003,11708
"976",2015,2004,12338
"977",2015,2005,12993
"978",2015,2006,13497
"979",2015,2007,14245
"980",2015,2008,14807
"981",2015,2009,15270
"982",2015,2010,15605
"983",2015,2011,15905
"984",2015,2012,16398
"985",2015,2013,17094
"986",2015,2014,17909
"987",2015,2015,18828
"988",2015,2016,19568
"989",2016,1991,10815
"990",2016,1992,11028
"991",2016,1993,11111
"992",2016,1994,11313
"993",2016,1995,12009
"994",2016,1996,12566
"995",2016,1997,12746
"996",2016,1998,13508
"997",2016,1999,13888
"998",2016,2000,14253
"999",2016,2001,14668
"1000",2016,2002,14709
"1001",2016,2003,15018
"1002",2016,2004,15495
"1003",2016,2005,15938
"1004",2016,2006,16601
"1005",2016,2007,16798
"1006",2016,2008,16857
"1007",2016,2009,17036
"1008",2016,2010,17266
"1009",2016,2011,17899
"1010",2016,2012,18872
"1011",2016,2013,19906
"1012",2016,2014,21277
"1013",2016,2015,22756
"1014",2016,2016,23786
"1015",2017,1991,8796
"1016",2017,1992,8803
"1017",2017,1993,8836
"1018",2017,1994,8898
"1019",2017,1995,9151
"1020",2017,1996,9693
"1021",2017,1997,9964
"1022",2017,1998,10299
"1023",2017,1999,10817
"1024",2017,2000,10836
"1025",2017,2001,11117
"1026",2017,2002,12746
"1027",2017,2003,14308
"1028",2017,2004,15748
"1029",2017,2005,16989
"1030",2017,2006,17491
"1031",2017,2007,18639
"1032",2017,2008,19342
"1033",2017,2009,20480
"1034",2017,2010,21724
"1035",2017,2011,22565
"1036",2017,2012,24217
"1037",2017,2013,25911
"1038",2017,2014,28526
"1039",2017,2015,32178
"1040",2017,2016,35154
"1041",2018,1991,14996
"1042",2018,1992,14912
"1043",2018,1993,14833
"1044",2018,1994,14782
"1045",2018,1995,14886
"1046",2018,1996,15206
"1047",2018,1997,15239
"1048",2018,1998,15320
"1049",2018,1999,15520
"1050",2018,2000,15542
"1051",2018,2001,15599
"1052",2018,2002,16184
"1053",2018,2003,16789
"1054",2018,2004,17267
"1055",2018,2005,17832
"1056",2018,2006,18170
"1057",2018,2007,18837
"1058",2018,2008,19485
"1059",2018,2009,20263
"1060",2018,2010,21041
"1061",2018,2011,21581
"1062",2018,2012,22423
"1063",2018,2013,23367
"1064",2018,2014,24859
"1065",2018,2015,26932
"1066",2018,2016,29140
"1067",2019,1991,6308
"1068",2019,1992,6260
"1069",2019,1993,6193
"1070",2019,1994,6172
"1071",2019,1995,6157
"1072",2019,1996,6282
"1073",2019,1997,6954
"1074",2019,1998,7349
"1075",2019,1999,7426
"1076",2019,2000,7551
"1077",2019,2001,7853
"1078",2019,2002,8151
"1079",2019,2003,8221
"1080",2019,2004,8228
"1081",2019,2005,8230
"1082",2019,2006,8249
"1083",2019,2007,8440
"1084",2019,2008,8730
"1085",2019,2009,9010
"1086",2019,2010,9153
"1087",2019,2011,9281
"1088",2019,2012,9511
"1089",2019,2013,9766
"1090",2019,2014,10154
"1091",2019,2015,10612
"1092",2019,2016,11266
"1093",2020,1991,18631
"1094",2020,1992,18493
"1095",2020,1993,18349
"1096",2020,1994,18232
"1097",2020,1995,18247
"1098",2020,1996,18438
"1099",2020,1997,18330
"1100",2020,1998,18261
"1101",2020,1999,18276
"1102",2020,2000,18299
"1103",2020,2001,18225
"1104",2020,2002,18197
"1105",2020,2003,18237
"1106",2020,2004,18151
"1107",2020,2005,18318
"1108",2020,2006,18560
"1109",2020,2007,18944
"1110",2020,2008,19560
"1111",2020,2009,20126
"1112",2020,2010,20630
"1113",2020,2011,20993
"1114",2020,2012,21357
"1115",2020,2013,21860
"1116",2020,2014,22692
"1117",2020,2015,23836
"1118",2020,2016,25592
"1119",2021,1991,14977
"1120",2021,1992,15116
"1121",2021,1993,15074
"1122",2021,1994,15252
"1123",2021,1995,15506
"1124",2021,1996,15733
"1125",2021,1997,15476
"1126",2021,1998,15197
"1127",2021,1999,14917
"1128",2021,2000,14674
"1129",2021,2001,14402
"1130",2021,2002,14385
"1131",2021,2003,14372
"1132",2021,2004,14416
"1133",2021,2005,14371
"1134",2021,2006,14510
"1135",2021,2007,14778
"1136",2021,2008,14908
"1137",2021,2009,15056
"1138",2021,2010,15228
"1139",2021,2011,15499
"1140",2021,2012,15709
"1141",2021,2013,15877
"1142",2021,2014,16040
"1143",2021,2015,16199
"1144",2021,2016,16316
"1145",2022,1991,13819
"1146",2022,1992,14209
"1147",2022,1993,14239
"1148",2022,1994,15566
"1149",2022,1995,15699
"1150",2022,1996,15866
"1151",2022,1997,15642
"1152",2022,1998,15333
"1153",2022,1999,15283
"1154",2022,2000,15351
"1155",2022,2001,15239
"1156",2022,2002,15245
"1157",2022,2003,15314
"1158",2022,2004,15452
"1159",2022,2005,15619
"1160",2022,2006,15860
"1161",2022,2007,16089
"1162",2022,2008,16348
"1163",2022,2009,16512
"1164",2022,2010,16693
"1165",2022,2011,16966
"1166",2022,2012,17195
"1167",2022,2013,17478
"1168",2022,2014,17724
"1169",2022,2015,17894
"1170",2022,2016,18061
"1171",2023,1991,22674
"1172",2023,1992,22677
"1173",2023,1993,22459
"1174",2023,1994,22408
"1175",2023,1995,22530
"1176",2023,1996,22710
"1177",2023,1997,22916
"1178",2023,1998,23094
"1179",2023,1999,23267
"1180",2023,2000,23500
"1181",2023,2001,23687
"1182",2023,2002,23729
"1183",2023,2003,23916
"1184",2023,2004,23857
"1185",2023,2005,23846
"1186",2023,2006,24007
"1187",2023,2007,24267
"1188",2023,2008,24552
"1189",2023,2009,25090
"1190",2023,2010,25473
"1191",2023,2011,25938
"1192",2023,2012,26115
"1193",2023,2013,26244
"1194",2023,2014,26387
"1195",2023,2015,26465
"1196",2023,2016,26545
"1197",2024,1991,16162
"1198",2024,1992,16429
"1199",2024,1993,16403
"1200",2024,1994,16972
"1201",2024,1995,17196
"1202",2024,1996,17378
"1203",2024,1997,17117
"1204",2024,1998,16930
"1205",2024,1999,16842
"1206",2024,2000,16829
"1207",2024,2001,16723
"1208",2024,2002,16665
"1209",2024,2003,16630
"1210",2024,2004,16682
"1211",2024,2005,16772
"1212",2024,2006,17006
"1213",2024,2007,17354
