"","POSTCODE","Year","population"
"13841",2701,1999,14518
"13842",2701,2000,14392
"13843",2701,2001,14339
"13844",2701,2002,14246
"13845",2701,2003,14075
"13846",2701,2004,13958
"13847",2701,2005,13883
"13848",2701,2006,13924
"13849",2701,2007,14148
"13850",2701,2008,14278
"13851",2701,2009,14360
"13852",2701,2010,14417
"13853",2701,2011,14437
"13854",2701,2012,14515
"13855",2701,2013,14592
"13856",2701,2014,14669
"13857",2701,2015,14854
"13858",2701,2016,15069
"13859",2702,1991,15019
"13860",2702,1992,14956
"13861",2702,1993,14890
"13862",2702,1994,14830
"13863",2702,1995,14744
"13864",2702,1996,14736
"13865",2702,1997,14675
"13866",2702,1998,14572
"13867",2702,1999,14518
"13868",2702,2000,14392
"13869",2702,2001,14339
"13870",2702,2002,14246
"13871",2702,2003,14075
"13872",2702,2004,13958
"13873",2702,2005,13883
"13874",2702,2006,13924
"13875",2702,2007,14148
"13876",2702,2008,14278
"13877",2702,2009,14360
"13878",2702,2010,14417
"13879",2702,2011,14437
"13880",2702,2012,14515
"13881",2702,2013,14592
"13882",2702,2014,14669
"13883",2702,2015,14854
"13884",2702,2016,15069
"13885",2703,1991,9989
"13886",2703,1992,10006
"13887",2703,1993,10030
"13888",2703,1994,10085
"13889",2703,1995,10115
"13890",2703,1996,10171
"13891",2703,1997,10140
"13892",2703,1998,10198
"13893",2703,1999,10258
"13894",2703,2000,10518
"13895",2703,2001,10627
"13896",2703,2002,10609
"13897",2703,2003,10577
"13898",2703,2004,10535
"13899",2703,2005,10461
"13900",2703,2006,10445
"13901",2703,2007,10348
"13902",2703,2008,10277
"13903",2703,2009,10291
"13904",2703,2010,10259
"13905",2703,2011,10219
"13906",2703,2012,10255
"13907",2703,2013,10276
"13908",2703,2014,10281
"13909",2703,2015,10284
"13910",2703,2016,10307
"13911",2705,1991,10399
"13912",2705,1992,10420
"13913",2705,1993,10446
"13914",2705,1994,10501
"13915",2705,1995,10530
"13916",2705,1996,10586
"13917",2705,1997,10561
"13918",2705,1998,10618
"13919",2705,1999,10678
"13920",2705,2000,10925
"13921",2705,2001,11031
"13922",2705,2002,10998
"13923",2705,2003,10942
"13924",2705,2004,10884
"13925",2705,2005,10799
"13926",2705,2006,10769
"13927",2705,2007,10666
"13928",2705,2008,10595
"13929",2705,2009,10606
"13930",2705,2010,10572
"13931",2705,2011,10535
"13932",2705,2012,10568
"13933",2705,2013,10588
"13934",2705,2014,10593
"13935",2705,2015,10594
"13936",2705,2016,10615
"13937",2706,1991,13796
"13938",2706,1992,13850
"13939",2706,1993,13894
"13940",2706,1994,13949
"13941",2706,1995,13964
"13942",2706,1996,14022
"13943",2706,1997,14051
"13944",2706,1998,14097
"13945",2706,1999,14161
"13946",2706,2000,14296
"13947",2706,2001,14383
"13948",2706,2002,14227
"13949",2706,2003,13983
"13950",2706,2004,13792
"13951",2706,2005,13620
"13952",2706,2006,13474
"13953",2706,2007,13322
"13954",2706,2008,13253
"13955",2706,2009,13233
"13956",2706,2010,13188
"13957",2706,2011,13172
"13958",2706,2012,13174
"13959",2706,2013,13190
"13960",2706,2014,13192
"13961",2706,2015,13182
"13962",2706,2016,13185
"13963",2707,1991,13778
"13964",2707,1992,13832
"13965",2707,1993,13876
"13966",2707,1994,13930
"13967",2707,1995,13945
"13968",2707,1996,14003
"13969",2707,1997,14032
"13970",2707,1998,14078
"13971",2707,1999,14142
"13972",2707,2000,14275
"13973",2707,2001,14362
"13974",2707,2002,14206
"13975",2707,2003,13963
"13976",2707,2004,13772
"13977",2707,2005,13601
"13978",2707,2006,13457
"13979",2707,2007,13305
"13980",2707,2008,13237
"13981",2707,2009,13217
"13982",2707,2010,13172
"13983",2707,2011,13156
"13984",2707,2012,13158
"13985",2707,2013,13174
"13986",2707,2014,13177
"13987",2707,2015,13167
"13988",2707,2016,13170
"13989",2710,1991,8459
"13990",2710,1992,8525
"13991",2710,1993,8471
"13992",2710,1994,8354
"13993",2710,1995,8308
"13994",2710,1996,8303
"13995",2710,1997,8285
"13996",2710,1998,8249
"13997",2710,1999,8232
"13998",2710,2000,8157
"13999",2710,2001,8252
"14000",2710,2002,8140
"14001",2710,2003,8004
"14002",2710,2004,7847
"14003",2710,2005,7711
"14004",2710,2006,7583
"14005",2710,2007,7501
"14006",2710,2008,7399
"14007",2710,2009,7373
"14008",2710,2010,7294
"14009",2710,2011,7224
"14010",2710,2012,7249
"14011",2710,2013,7283
"14012",2710,2014,7318
"14013",2710,2015,7367
"14014",2710,2016,7364
"14015",2711,1991,4658
"14016",2711,1992,4654
"14017",2711,1993,4610
"14018",2711,1994,4615
"14019",2711,1995,4594
"14020",2711,1996,4603
"14021",2711,1997,4570
"14022",2711,1998,4514
"14023",2711,1999,4485
"14024",2711,2000,4423
"14025",2711,2001,4413
"14026",2711,2002,4397
"14027",2711,2003,4346
"14028",2711,2004,4289
"14029",2711,2005,4251
"14030",2711,2006,4213
"14031",2711,2007,4120
"14032",2711,2008,4023
"14033",2711,2009,3945
"14034",2711,2010,3892
"14035",2711,2011,3829
"14036",2711,2012,3809
"14037",2711,2013,3797
"14038",2711,2014,3785
"14039",2711,2015,3773
"14040",2711,2016,3762
"14041",2712,1991,9829
"14042",2712,1992,9828
"14043",2712,1993,9824
"14044",2712,1994,9830
"14045",2712,1995,9814
"14046",2712,1996,9828
"14047",2712,1997,9850
"14048",2712,1998,9773
"14049",2712,1999,9730
"14050",2712,2000,9665
"14051",2712,2001,9646
"14052",2712,2002,9600
"14053",2712,2003,9510
"14054",2712,2004,9458
"14055",2712,2005,9482
"14056",2712,2006,9564
"14057",2712,2007,9603
"14058",2712,2008,9608
"14059",2712,2009,9616
"14060",2712,2010,9599
"14061",2712,2011,9566
"14062",2712,2012,9621
"14063",2712,2013,9687
"14064",2712,2014,9789
"14065",2712,2015,9850
"14066",2712,2016,9901
"14067",2713,1991,9714
"14068",2713,1992,9707
"14069",2713,1993,9699
"14070",2713,1994,9691
"14071",2713,1995,9669
"14072",2713,1996,9678
"14073",2713,1997,9693
"14074",2713,1998,9617
"14075",2713,1999,9574
"14076",2713,2000,9511
"14077",2713,2001,9491
"14078",2713,2002,9436
"14079",2713,2003,9339
"14080",2713,2004,9277
"14081",2713,2005,9286
"14082",2713,2006,9347
"14083",2713,2007,9361
"14084",2713,2008,9351
"14085",2713,2009,9349
"14086",2713,2010,9325
"14087",2713,2011,9286
"14088",2713,2012,9331
"14089",2713,2013,9386
"14090",2713,2014,9474
"14091",2713,2015,9524
"14092",2713,2016,9567
"14093",2714,1991,9790
"14094",2714,1992,9787
"14095",2714,1993,9782
"14096",2714,1994,9783
"14097",2714,1995,9765
"14098",2714,1996,9777
"14099",2714,1997,9797
"14100",2714,1998,9720
"14101",2714,1999,9676
"14102",2714,2000,9613
"14103",2714,2001,9594
"14104",2714,2002,9544
"14105",2714,2003,9452
"14106",2714,2004,9397
"14107",2714,2005,9415
"14108",2714,2006,9490
"14109",2714,2007,9520
"14110",2714,2008,9519
"14111",2714,2009,9524
"14112",2714,2010,9504
"14113",2714,2011,9470
"14114",2714,2012,9521
"14115",2714,2013,9583
"14116",2714,2014,9680
"14117",2714,2015,9738
"14118",2714,2016,9786
"14119",2715,1991,4653
"14120",2715,1992,4637
"14121",2715,1993,4626
"14122",2715,1994,4575
"14123",2715,1995,4550
"14124",2715,1996,4545
"14125",2715,1997,4511
"14126",2715,1998,4550
"14127",2715,1999,4480
"14128",2715,2000,4357
"14129",2715,2001,4321
"14130",2715,2002,4244
"14131",2715,2003,4171
"14132",2715,2004,4073
"14133",2715,2005,4010
"14134",2715,2006,3949
"14135",2715,2007,3871
"14136",2715,2008,3851
"14137",2715,2009,3813
"14138",2715,2010,3809
"14139",2715,2011,3766
"14140",2715,2012,3744
"14141",2715,2013,3731
"14142",2715,2014,3726
"14143",2715,2015,3708
"14144",2715,2016,3684
"14145",2716,1991,9826
"14146",2716,1992,9825
"14147",2716,1993,9821
"14148",2716,1994,9827
"14149",2716,1995,9810
"14150",2716,1996,9824
"14151",2716,1997,9846
"14152",2716,1998,9769
"14153",2716,1999,9726
"14154",2716,2000,9660
"14155",2716,2001,9641
"14156",2716,2002,9595
"14157",2716,2003,9505
"14158",2716,2004,9453
"14159",2716,2005,9476
"14160",2716,2006,9558
"14161",2716,2007,9595
"14162",2716,2008,9600
"14163",2716,2009,9607
"14164",2716,2010,9591
"14165",2716,2011,9558
"14166",2716,2012,9612
"14167",2716,2013,9678
"14168",2716,2014,9779
"14169",2716,2015,9840
"14170",2716,2016,9890
"14171",2717,1991,6217
"14172",2717,1992,6212
"14173",2717,1993,6216
"14174",2717,1994,6162
"14175",2717,1995,6146
"14176",2717,1996,6155
"14177",2717,1997,6159
"14178",2717,1998,6147
"14179",2717,1999,6155
"14180",2717,2000,6161
"14181",2717,2001,6179
"14182",2717,2002,6115
"14183",2717,2003,6053
"14184",2717,2004,6005
"14185",2717,2005,5990
"14186",2717,2006,6005
"14187",2717,2007,6014
"14188",2717,2008,6019
"14189",2717,2009,6008
"14190",2717,2010,5996
"14191",2717,2011,5973
"14192",2717,2012,5984
"14193",2717,2013,6004
"14194",2717,2014,6034
"14195",2717,2015,6049
"14196",2717,2016,6087
"14197",2720,1991,6114
"14198",2720,1992,6110
"14199",2720,1993,6091
"14200",2720,1994,6070
"14201",2720,1995,6051
"14202",2720,1996,6058
"14203",2720,1997,6065
"14204",2720,1998,6066
"14205",2720,1999,6095
"14206",2720,2000,6093
"14207",2720,2001,6113
"14208",2720,2002,6098
"14209",2720,2003,6120
"14210",2720,2004,6000
"14211",2720,2005,5964
"14212",2720,2006,5954
"14213",2720,2007,5965
"14214",2720,2008,5966
"14215",2720,2009,6049
"14216",2720,2010,6115
"14217",2720,2011,6156
"14218",2720,2012,6149
"14219",2720,2013,6132
"14220",2720,2014,6112
"14221",2720,2015,6087
"14222",2720,2016,6069
"14223",2721,1991,5384
"14224",2721,1992,5310
"14225",2721,1993,5217
"14226",2721,1994,5133
"14227",2721,1995,5027
"14228",2721,1996,4934
"14229",2721,1997,4923
"14230",2721,1998,4906
"14231",2721,1999,4895
"14232",2721,2000,4871
"14233",2721,2001,4863
"14234",2721,2002,4820
"14235",2721,2003,4764
"14236",2721,2004,4714
"14237",2721,2005,4676
"14238",2721,2006,4656
"14239",2721,2007,4631
"14240",2721,2008,4586
"14241",2721,2009,4590
"14242",2721,2010,4587
"14243",2721,2011,4598
"14244",2721,2012,4588
"14245",2721,2013,4577
"14246",2721,2014,4569
"14247",2721,2015,4556
"14248",2721,2016,4548
"14249",2722,1991,4094
"14250",2722,1992,4060
"14251",2722,1993,4024
"14252",2722,1994,3991
"14253",2722,1995,3950
"14254",2722,1996,3922
"14255",2722,1997,3919
"14256",2722,1998,3905
"14257",2722,1999,3901
"14258",2722,2000,3883
"14259",2722,2001,3881
"14260",2722,2002,3888
"14261",2722,2003,3880
"14262",2722,2004,3868
"14263",2722,2005,3874
"14264",2722,2006,3883
"14265",2722,2007,3868
"14266",2722,2008,3864
"14267",2722,2009,3874
"14268",2722,2010,3886
"14269",2722,2011,3871
"14270",2722,2012,3864
"14271",2722,2013,3853
"14272",2722,2014,3847
"14273",2722,2015,3848
"14274",2722,2016,3838
"14275",2725,1991,8419
"14276",2725,1992,8318
"14277",2725,1993,8215
"14278",2725,1994,8120
"14279",2725,1995,8007
"14280",2725,1996,7918
"14281",2725,1997,7907
"14282",2725,1998,7860
"14283",2725,1999,7849
"14284",2725,2000,7808
"14285",2725,2001,7798
"14286",2725,2002,7750
"14287",2725,2003,7674
"14288",2725,2004,7638
"14289",2725,2005,7650
"14290",2725,2006,7630
"14291",2725,2007,7595
"14292",2725,2008,7591
"14293",2725,2009,7617
"14294",2725,2010,7622
"14295",2725,2011,7664
"14296",2725,2012,7672
"14297",2725,2013,7684
"14298",2725,2014,7682
"14299",2725,2015,7677
"14300",2725,2016,7677
"14301",2726,1991,7140
"14302",2726,1992,7245
"14303",2726,1993,7332
"14304",2726,1994,7418
"14305",2726,1995,7504
"14306",2726,1996,7624
"14307",2726,1997,7818
"14308",2726,1998,7933
"14309",2726,1999,7961
"14310",2726,2000,8118
"14311",2726,2001,8258
"14312",2726,2002,8526
"14313",2726,2003,8793
"14314",2726,2004,9007
"14315",2726,2005,9158
"14316",2726,2006,9355
"14317",2726,2007,9723
"14318",2726,2008,10007
"14319",2726,2009,10276
"14320",2726,2010,10566
"14321",2726,2011,10840
"14322",2726,2012,11107
"14323",2726,2013,11298
"14324",2726,2014,11470
"14325",2726,2015,11619
"14326",2726,2016,11831
"14327",2727,1991,3861
"14328",2727,1992,3829
"14329",2727,1993,3796
"14330",2727,1994,3766
"14331",2727,1995,3728
"14332",2727,1996,3703
"14333",2727,1997,3700
"14334",2727,1998,3689
"14335",2727,1999,3686
"14336",2727,2000,3669
"14337",2727,2001,3668
"14338",2727,2002,3680
"14339",2727,2003,3671
"14340",2727,2004,3665
"14341",2727,2005,3673
"14342",2727,2006,3685
"14343",2727,2007,3670
"14344",2727,2008,3668
"14345",2727,2009,3678
"14346",2727,2010,3691
"14347",2727,2011,3674
"14348",2727,2012,3664
"14349",2727,2013,3652
"14350",2727,2014,3646
"14351",2727,2015,3648
"14352",2727,2016,3637
"14353",2729,1991,5030
"14354",2729,1992,4997
"14355",2729,1993,4956
"14356",2729,1994,4912
"14357",2729,1995,4869
"14358",2729,1996,4846
"14359",2729,1997,4828
"14360",2729,1998,4798
"14361",2729,1999,4783
"14362",2729,2000,4772
"14363",2729,2001,4763
"14364",2729,2002,4729
"14365",2729,2003,4761
"14366",2729,2004,4677
"14367",2729,2005,4641
"14368",2729,2006,4636
"14369",2729,2007,4627
"14370",2729,2008,4597
"14371",2729,2009,4592
"14372",2729,2010,4603
"14373",2729,2011,4586
"14374",2729,2012,4586
"14375",2729,2013,4584
"14376",2729,2014,4584
"14377",2729,2015,4577
"14378",2729,2016,4579
"14379",2730,1991,5259
"14380",2730,1992,5226
"14381",2730,1993,5182
"14382",2730,1994,5135
"14383",2730,1995,5091
"14384",2730,1996,5069
"14385",2730,1997,5048
"14386",2730,1998,5014
"14387",2730,1999,4997
"14388",2730,2000,4987
"14389",2730,2001,4976
"14390",2730,2002,4933
"14391",2730,2003,4974
"14392",2730,2004,4875
"14393",2730,2005,4829
"14394",2730,2006,4821
"14395",2730,2007,4813
"14396",2730,2008,4778
"14397",2730,2009,4769
"14398",2730,2010,4780
"14399",2730,2011,4763
"14400",2730,2012,4765
"14401",2730,2013,4766
"14402",2730,2014,4767
"14403",2730,2015,4757
"14404",2730,2016,4762
"14405",2731,1991,3293
"14406",2731,1992,3375
"14407",2731,1993,3462
"14408",2731,1994,3515
"14409",2731,1995,3591
"14410",2731,1996,3680
"14411",2731,1997,3798
"14412",2731,1998,3978
"14413",2731,1999,4148
"14414",2731,2000,4257
"14415",2731,2001,4412
"14416",2731,2002,4518
"14417",2731,2003,4610
"14418",2731,2004,4673
"14419",2731,2005,4753
"14420",2731,2006,4919
"14421",2731,2007,5175
"14422",2731,2008,5309
"14423",2731,2009,5394
"14424",2731,2010,5443
"14425",2731,2011,5460
"14426",2731,2012,5609
"14427",2731,2013,5728
"14428",2731,2014,5844
"14429",2731,2015,5949
"14430",2731,2016,6046
"14431",2732,1991,8764
"14432",2732,1992,8711
"14433",2732,1993,8672
"14434",2732,1994,8550
"14435",2732,1995,8484
"14436",2732,1996,8451
"14437",2732,1997,8411
"14438",2732,1998,8333
"14439",2732,1999,8289
"14440",2732,2000,8244
"14441",2732,2001,8214
"14442",2732,2002,8085
"14443",2732,2003,7933
"14444",2732,2004,7801
"14445",2732,2005,7675
"14446",2732,2006,7569
"14447",2732,2007,7386
"14448",2732,2008,7249
"14449",2732,2009,7166
"14450",2732,2010,7088
"14451",2732,2011,7000
"14452",2732,2012,6964
"14453",2732,2013,6929
"14454",2732,2014,6897
"14455",2732,2015,6866
"14456",2732,2016,6838
"14457",2733,1991,8765
"14458",2733,1992,8712
"14459",2733,1993,8673
"14460",2733,1994,8551
"14461",2733,1995,8485
"14462",2733,1996,8451
"14463",2733,1997,8412
"14464",2733,1998,8334
"14465",2733,1999,8290
"14466",2733,2000,8246
"14467",2733,2001,8216
"14468",2733,2002,8087
"14469",2733,2003,7934
"14470",2733,2004,7802
"14471",2733,2005,7676
"14472",2733,2006,7570
"14473",2733,2007,7387
"14474",2733,2008,7249
"14475",2733,2009,7167
"14476",2733,2010,7089
"14477",2733,2011,7001
"14478",2733,2012,6965
"14479",2733,2013,6930
"14480",2733,2014,6898
"14481",2733,2015,6866
"14482",2733,2016,6838
"14483",2734,1991,6963
"14484",2734,1992,6926
"14485",2734,1993,6900
"14486",2734,1994,6809
"14487",2734,1995,6761
"14488",2734,1996,6740
"14489",2734,1997,6703
"14490",2734,1998,6676
"14491",2734,1999,6620
"14492",2734,2000,6542
"14493",2734,2001,6509
"14494",2734,2002,6403
"14495",2734,2003,6285
"14496",2734,2004,6168
"14497",2734,2005,6069
"14498",2734,2006,5983
"14499",2734,2007,5846
"14500",2734,2008,5760
"14501",2734,2009,5697
"14502",2734,2010,5652
"14503",2734,2011,5583
"14504",2734,2012,5554
"14505",2734,2013,5528
"14506",2734,2014,5508
"14507",2734,2015,5482
"14508",2734,2016,5456
"14509",2735,1991,8654
"14510",2735,1992,8608
"14511",2735,1993,8570
"14512",2735,1994,8453
"14513",2735,1995,8388
"14514",2735,1996,8348
"14515",2735,1997,8315
"14516",2735,1998,8240
"14517",2735,1999,8197
"14518",2735,2000,8153
"14519",2735,2001,8128
"14520",2735,2002,8009
"14521",2735,2003,7867
"14522",2735,2004,7740
"14523",2735,2005,7622
"14524",2735,2006,7522
"14525",2735,2007,7350
"14526",2735,2008,7217
"14527",2735,2009,7138
"14528",2735,2010,7059
"14529",2735,2011,6970
"14530",2735,2012,6935
"14531",2735,2013,6898
"14532",2735,2014,6864
"14533",2735,2015,6830
"14534",2735,2016,6802
"14535",2736,1991,4653
"14536",2736,1992,4637
"14537",2736,1993,4626
"14538",2736,1994,4575
"14539",2736,1995,4550
"14540",2736,1996,4545
"14541",2736,1997,4511
"14542",2736,1998,4550
"14543",2736,1999,4480
"14544",2736,2000,4357
"14545",2736,2001,4321
"14546",2736,2002,4244
"14547",2736,2003,4171
"14548",2736,2004,4073
"14549",2736,2005,4010
"14550",2736,2006,3949
"14551",2736,2007,3871
"14552",2736,2008,3851
"14553",2736,2009,3813
"14554",2736,2010,3809
"14555",2736,2011,3766
"14556",2736,2012,3744
"14557",2736,2013,3731
"14558",2736,2014,3726
"14559",2736,2015,3708
"14560",2736,2016,3684
"14561",2737,1991,4653
"14562",2737,1992,4637
"14563",2737,1993,4626
"14564",2737,1994,4575
"14565",2737,1995,4550
"14566",2737,1996,4545
"14567",2737,1997,4511
"14568",2737,1998,4550
"14569",2737,1999,4480
"14570",2737,2000,4357
"14571",2737,2001,4321
"14572",2737,2002,4244
"14573",2737,2003,4171
"14574",2737,2004,4073
"14575",2737,2005,4010
"14576",2737,2006,3949
"14577",2737,2007,3871
"14578",2737,2008,3851
"14579",2737,2009,3813
"14580",2737,2010,3809
"14581",2737,2011,3766
"14582",2737,2012,3744
"14583",2737,2013,3731
"14584",2737,2014,3726
"14585",2737,2015,3708
"14586",2737,2016,3684
"14587",2738,1991,6099
"14588",2738,1992,6093
"14589",2738,1993,6096
"14590",2738,1994,6042
"14591",2738,1995,6025
"14592",2738,1996,6034
"14593",2738,1997,6035
"14594",2738,1998,6026
"14595",2738,1999,6029
"14596",2738,2000,6025
"14597",2738,2001,6039
"14598",2738,2002,5974
"14599",2738,2003,5911
"14600",2738,2004,5860
"14601",2738,2005,5841
"14602",2738,2006,5850
"14603",2738,2007,5853
"14604",2738,2008,5856
"14605",2738,2009,5843
"14606",2738,2010,5832
"14607",2738,2011,5807
"14608",2738,2012,5815
"14609",2738,2013,5833
"14610",2738,2014,5861
"14611",2738,2015,5873
"14612",2738,2016,5906
"14613",2739,1991,6215
"14614",2739,1992,6210
"14615",2739,1993,6214
"14616",2739,1994,6160
"14617",2739,1995,6144
"14618",2739,1996,6153
"14619",2739,1997,6157
"14620",2739,1998,6145
"14621",2739,1999,6153
"14622",2739,2000,6158
"14623",2739,2001,6176
"14624",2739,2002,6112
"14625",2739,2003,6050
"14626",2739,2004,6002
"14627",2739,2005,5987
"14628",2739,2006,6002
"14629",2739,2007,6011
"14630",2739,2008,6016
"14631",2739,2009,6005
"14632",2739,2010,5993
"14633",2739,2011,5970
"14634",2739,2012,5981
"14635",2739,2013,6001
"14636",2739,2014,6031
"14637",2739,2015,6046
"14638",2739,2016,6083
"14639",2745,1991,2235
"14640",2745,1992,3817
"14641",2745,1993,5600
"14642",2745,1994,6975
"14643",2745,1995,7976
"14644",2745,1996,8714
"14645",2745,1997,10068
"14646",2745,1998,11518
"14647",2745,1999,12714
"14648",2745,2000,14296
"14649",2745,2001,15746
"14650",2745,2002,16478
"14651",2745,2003,16884
"14652",2745,2004,17059
"14653",2745,2005,17369
"14654",2745,2006,17617
"14655",2745,2007,17803
"14656",2745,2008,18247
"14657",2745,2009,18436
"14658",2745,2010,18540
"14659",2745,2011,18657
"14660",2745,2012,18810
"14661",2745,2013,18977
"14662",2745,2014,19107
"14663",2745,2015,19248
"14664",2745,2016,19367
"14665",2747,1991,15219
"14666",2747,1992,15429
"14667",2747,1993,15627
"14668",2747,1994,15755
"14669",2747,1995,15884
"14670",2747,1996,15985
"14671",2747,1997,16093
"14672",2747,1998,16086
"14673",2747,1999,16022
"14674",2747,2000,16002
"14675",2747,2001,16057
"14676",2747,2002,16000
"14677",2747,2003,15884
"14678",2747,2004,15713
"14679",2747,2005,15664
"14680",2747,2006,15584
"14681",2747,2007,15727
"14682",2747,2008,15994
"14683",2747,2009,16227
"14684",2747,2010,16370
"14685",2747,2011,16692
"14686",2747,2012,16907
"14687",2747,2013,17142
"14688",2747,2014,17476
"14689",2747,2015,17935
"14690",2747,2016,18431
"14691",2748,1991,5592
"14692",2748,1992,5561
"14693",2748,1993,5509
"14694",2748,1994,5494
"14695",2748,1995,5813
"14696",2748,1996,6040
"14697",2748,1997,6136
"14698",2748,1998,6213
"14699",2748,1999,6223
"14700",2748,2000,6275
"14701",2748,2001,6347
"14702",2748,2002,6484
"14703",2748,2003,6563
"14704",2748,2004,6559
"14705",2748,2005,6618
"14706",2748,2006,6705
"14707",2748,2007,6748
"14708",2748,2008,6824
"14709",2748,2009,6879
"14710",2748,2010,6921
"14711",2748,2011,6998
"14712",2748,2012,7681
"14713",2748,2013,8428
"14714",2748,2014,8914
"14715",2748,2015,9507
"14716",2748,2016,10019
"14717",2749,1991,14782
"14718",2749,1992,15190
"14719",2749,1993,15585
"14720",2749,1994,15854
"14721",2749,1995,16038
"14722",2749,1996,16207
"14723",2749,1997,16416
"14724",2749,1998,16512
"14725",2749,1999,16574
"14726",2749,2000,16699
"14727",2749,2001,16887
"14728",2749,2002,17058
"14729",2749,2003,17129
"14730",2749,2004,17013
"14731",2749,2005,17018
"14732",2749,2006,17086
"14733",2749,2007,17294
"14734",2749,2008,17582
"14735",2749,2009,17808
"14736",2749,2010,17895
"14737",2749,2011,17978
"14738",2749,2012,19023
"14739",2749,2013,20206
"14740",2749,2014,21348
"14741",2749,2015,22941
"14742",2749,2016,24350
"14743",2750,1991,15481
"14744",2750,1992,15457
"14745",2750,1993,15350
"14746",2750,1994,15226
"14747",2750,1995,15118
"14748",2750,1996,15091
"14749",2750,1997,15068
"14750",2750,1998,15008
"14751",2750,1999,14971
"14752",2750,2000,14934
"14753",2750,2001,14951
"14754",2750,2002,14826
"14755",2750,2003,14661
"14756",2750,2004,14494
"14757",2750,2005,14441
"14758",2750,2006,14425
"14759",2750,2007,14469
"14760",2750,2008,14621
"14761",2750,2009,14779
"14762",2750,2010,14892
"14763",2750,2011,14991
"14764",2750,2012,15067
"14765",2750,2013,15197
"14766",2750,2014,15336
"14767",2750,2015,15447
"14768",2750,2016,15614
"14769",2752,1991,4752
"14770",2752,1992,4726
"14771",2752,1993,4675
"14772",2752,1994,4638
"14773",2752,1995,4575
"14774",2752,1996,4555
"14775",2752,1997,4563
"14776",2752,1998,4621
"14777",2752,1999,4691
"14778",2752,2000,4737
"14779",2752,2001,4801
"14780",2752,2002,4827
"14781",2752,2003,4918
"14782",2752,2004,4969
"14783",2752,2005,5072
"14784",2752,2006,5115
"14785",2752,2007,5137
"14786",2752,2008,5186
"14787",2752,2009,5202
"14788",2752,2010,5189
"14789",2752,2011,5206
"14790",2752,2012,5243
"14791",2752,2013,5301
"14792",2752,2014,5351
"14793",2752,2015,5391
"14794",2752,2016,5337
"14795",2753,1991,11854
"14796",2753,1992,11932
"14797",2753,1993,12015
"14798",2753,1994,12071
"14799",2753,1995,12116
"14800",2753,1996,12179
"14801",2753,1997,12266
"14802",2753,1998,12304
"14803",2753,1999,12401
"14804",2753,2000,12571
"14805",2753,2001,12712
"14806",2753,2002,12792
"14807",2753,2003,12813
"14808",2753,2004,12746
"14809",2753,2005,12720
"14810",2753,2006,12762
"14811",2753,2007,12892
"14812",2753,2008,13082
"14813",2753,2009,13235
"14814",2753,2010,13318
"14815",2753,2011,13379
"14816",2753,2012,13447
"14817",2753,2013,13550
"14818",2753,2014,13612
"14819",2753,2015,13682
"14820",2753,2016,13772
"14821",2754,1991,14158
"14822",2754,1992,14228
"14823",2754,1993,14313
"14824",2754,1994,14366
"14825",2754,1995,14409
"14826",2754,1996,14455
"14827",2754,1997,14485
"14828",2754,1998,14493
"14829",2754,1999,14528
"14830",2754,2000,14558
"14831",2754,2001,14614
"14832",2754,2002,14612
"14833",2754,2003,14578
"14834",2754,2004,14466
"14835",2754,2005,14363
"14836",2754,2006,14325
"14837",2754,2007,14503
"14838",2754,2008,14726
"14839",2754,2009,14834
"14840",2754,2010,14889
"14841",2754,2011,14946
"14842",2754,2012,15010
"14843",2754,2013,15124
"14844",2754,2014,15160
"14845",2754,2015,15205
"14846",2754,2016,15279
"14847",2755,1991,13701
"14848",2755,1992,13730
"14849",2755,1993,13765
"14850",2755,1994,13773
"14851",2755,1995,13775
"14852",2755,1996,13769
"14853",2755,1997,13740
"14854",2755,1998,13695
"14855",2755,1999,13678
"14856",2755,2000,13664
"14857",2755,2001,13660
"14858",2755,2002,13635
"14859",2755,2003,13578
"14860",2755,2004,13482
"14861",2755,2005,13366
"14862",2755,2006,13296
"14863",2755,2007,13476
"14864",2755,2008,13697
"14865",2755,2009,13774
"14866",2755,2010,13820
"14867",2755,2011,13875
"14868",2755,2012,13946
"14869",2755,2013,14070
"14870",2755,2014,14103
"14871",2755,2015,14138
"14872",2755,2016,14204
"14873",2756,1991,12621
"14874",2756,1992,13274
"14875",2756,1993,13844
"14876",2756,1994,14182
"14877",2756,1995,14514
"14878",2756,1996,14928
"14879",2756,1997,15196
"14880",2756,1998,15416
"14881",2756,1999,15656
"14882",2756,2000,15863
"14883",2756,2001,16153
"14884",2756,2002,16120
"14885",2756,2003,16115
"14886",2756,2004,15978
"14887",2756,2005,15894
"14888",2756,2006,15895
"14889",2756,2007,16012
"14890",2756,2008,16204
"14891",2756,2009,16342
"14892",2756,2010,16437
"14893",2756,2011,16510
"14894",2756,2012,16542
"14895",2756,2013,16597
"14896",2756,2014,16647
"14897",2756,2015,16701
"14898",2756,2016,16771
"14899",2757,1991,17212
"14900",2757,1992,17559
"14901",2757,1993,17984
"14902",2757,1994,18338
"14903",2757,1995,18650
"14904",2757,1996,19041
"14905",2757,1997,19470
"14906",2757,1998,19837
"14907",2757,1999,20211
"14908",2757,2000,20545
"14909",2757,2001,21001
"14910",2757,2002,21155
"14911",2757,2003,21265
"14912",2757,2004,21048
"14913",2757,2005,21036
"14914",2757,2006,21216
"14915",2757,2007,21378
